"6285",2014-01-01,"33","30","28","28","27","23","87","81","75","30.33","30.32","30.30","6","6","6","13","9","","0.00","8","","227<br />","Moscow (RUS)","Winter"
"6286",2014-01-02,"28","26","23","25","23","21","93","87","80","30.30","30.29","30.27","6","6","6","11","8","","0.00","8","","200<br />","Moscow (RUS)","Winter"
"6287",2014-01-03,"30","27","24","28","24","21","100","89","80","30.30","30.27","30.24","6","4","2","13","7","20","0.00","8","Snow","134<br />","Moscow (RUS)","Winter"
"6288",2014-01-04,"30","29","28","27","25","23","93","85","80","30.24","30.20","30.09","6","4","2","11","8","20","0.00","8","Snow","157<br />","Moscow (RUS)","Winter"
"6289",2014-01-05,"33","32","30","34","30","27","100","93","81","30.09","30.05","30.01","6","4","1","16","10","","0.00","8","Snow","195<br />","Moscow (RUS)","Winter"
"6290",2014-01-06,"33","32","32","34","32","30","100","95","93","30.06","29.98","29.92","6","2","0","9","5","16","0.00","8","Fog-Snow","130<br />","Moscow (RUS)","Winter"
"6291",2014-01-07,"35","34","32","34","33","32","100","100","93","30.06","30.02","29.95","3","1","0","9","7","","0.00","8","Fog","124<br />","Moscow (RUS)","Winter"
"6292",2014-01-08,"37","35","33","36","35","34","100","98","93","30.01","29.87","29.77","6","4","2","18","12","25","0.00","8","Rain-Snow","211<br />","Moscow (RUS)","Winter"
"6293",2014-01-09,"37","36","35","36","35","34","100","98","93","29.77","29.66","29.62","6","2","0","13","10","","0.00","8","Fog-Rain","225<br />","Moscow (RUS)","Winter"
"6294",2014-01-10,"39","36","35","37","35","34","100","94","87","29.65","29.44","29.15","6","5","2","16","11","25","0.00","8","Rain","184<br />","Moscow (RUS)","Winter"
